bookmaker,canonical_player_id,detail,game_id,line,market,model_version,player_name,readiness,reason,season,side,team,week
fanatics,3068267,prediction probability unavailable,espn-401772827,30.5,rushing_yards,,Austin Ekeler,,PREDICTION_MISSING,2025,UNDER,WAS,1
betmgm,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
betonlineag,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
betrivers,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
bovada,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
draftkings,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
fanatics,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
fanduel,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
betmgm,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
betonlineag,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
betrivers,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
bovada,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
draftkings,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
fanatics,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
fanduel,4360516,prediction probability unavailable,espn-401772827,13.5,rushing_attempts,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
draftkings,4360516,prediction probability unavailable,espn-401772827,54.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
betmgm,4360516,prediction probability unavailable,espn-401772827,55.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
betonlineag,4360516,prediction probability unavailable,espn-401772827,55.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
betrivers,4360516,prediction probability unavailable,espn-401772827,55.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
fanatics,4360516,prediction probability unavailable,espn-401772827,55.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
fanduel,4360516,prediction probability unavailable,espn-401772827,56.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
williamhill_us,4360516,prediction probability unavailable,espn-401772827,56.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,OVER,NYG,1
draftkings,4360516,prediction probability unavailable,espn-401772827,54.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
betmgm,4360516,prediction probability unavailable,espn-401772827,55.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
betonlineag,4360516,prediction probability unavailable,espn-401772827,55.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
betrivers,4360516,prediction probability unavailable,espn-401772827,55.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
fanatics,4360516,prediction probability unavailable,espn-401772827,55.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
fanduel,4360516,prediction probability unavailable,espn-401772827,56.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
williamhill_us,4360516,prediction probability unavailable,espn-401772827,56.5,rushing_yards,,Tyrone Tracy Jr.,,PREDICTION_MISSING,2025,UNDER,NYG,1
betrivers,4575131,prediction probability unavailable,espn-401772827,40.5,rushing_yards,,Jacory Croskey-Merritt,,PREDICTION_MISSING,2025,OVER,WAS,1
fanatics,4575131,prediction probability unavailable,espn-401772827,40.5,rushing_yards,,Jacory Croskey-Merritt,,PREDICTION_MISSING,2025,OVER,WAS,1
fanduel,4575131,prediction probability unavailable,espn-401772827,40.5,rushing_yards,,Jacory Croskey-Merritt,,PREDICTION_MISSING,2025,OVER,WAS,1
williamhill_us,4575131,prediction probability unavailable,espn-401772827,40.5,rushing_yards,,Jacory Croskey-Merritt,,PREDICTION_MISSING,2025,OVER,WAS,1
draftkings,4575131,prediction probability unavailable,espn-401772827,41.5,rushing_yards,,Jacory Croskey-Merritt,,PREDICTION_MISSING,2025,OVER,WAS,1
betrivers,4575131,prediction probability unavailable,espn-401772827,40.5,rushing_yards,,Jacory Croskey-Merritt,,PREDICTION_MISSING,2025,UNDER,WAS,1
fanatics,4575131,prediction probability unavailable,espn-401772827,40.5,rushing_yards,,Jacory Croskey-Merritt,,PREDICTION_MISSING,2025,UNDER,WAS,1
fanduel,4575131,prediction probability unavailable,espn-401772827,40.5,rushing_yards,,Jacory Croskey-Merritt,,PREDICTION_MISSING,2025,UNDER,WAS,1
williamhill_us,4575131,prediction probability unavailable,espn-401772827,40.5,rushing_yards,,Jacory Croskey-Merritt,,PREDICTION_MISSING,2025,UNDER,WAS,1
draftkings,4575131,prediction probability unavailable,espn-401772827,41.5,rushing_yards,,Jacory Croskey-Merritt,,PREDICTION_MISSING,2025,UNDER,WAS,1
betrivers,3135321,prediction probability unavailable,espn-401772828,18.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
fanatics,3135321,prediction probability unavailable,espn-401772828,20.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
betonlineag,3135321,prediction probability unavailable,espn-401772828,22.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
fanduel,3135321,prediction probability unavailable,espn-401772828,22.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
williamhill_us,3135321,prediction probability unavailable,espn-401772828,23.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
draftkings,3135321,prediction probability unavailable,espn-401772828,24.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
betrivers,3135321,prediction probability unavailable,espn-401772828,18.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
fanatics,3135321,prediction probability unavailable,espn-401772828,20.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
betonlineag,3135321,prediction probability unavailable,espn-401772828,22.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
fanduel,3135321,prediction probability unavailable,espn-401772828,22.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
williamhill_us,3135321,prediction probability unavailable,espn-401772828,23.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
draftkings,3135321,prediction probability unavailable,espn-401772828,24.5,receiving_yards,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
betonlineag,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
betrivers,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
draftkings,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
fanatics,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
fanduel,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
williamhill_us,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,OVER,CAR,1
betonlineag,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
betrivers,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
draftkings,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
fanatics,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
fanduel,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
williamhill_us,3135321,prediction probability unavailable,espn-401772828,2.5,receptions,,Hunter Renfrow,,PREDICTION_MISSING,2025,UNDER,CAR,1
betrivers,4038815,prediction probability unavailable,espn-401772828,21.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,OVER,CAR,1
draftkings,4038815,prediction probability unavailable,espn-401772828,21.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,OVER,CAR,1
bovada,4038815,prediction probability unavailable,espn-401772828,23.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,OVER,CAR,1
williamhill_us,4038815,prediction probability unavailable,espn-401772828,23.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,OVER,CAR,1
betmgm,4038815,prediction probability unavailable,espn-401772828,24.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,OVER,CAR,1
betonlineag,4038815,prediction probability unavailable,espn-401772828,24.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,OVER,CAR,1
fanduel,4038815,prediction probability unavailable,espn-401772828,24.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,OVER,CAR,1
fanatics,4038815,prediction probability unavailable,espn-401772828,25.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,OVER,CAR,1
betrivers,4038815,prediction probability unavailable,espn-401772828,21.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,UNDER,CAR,1
draftkings,4038815,prediction probability unavailable,espn-401772828,21.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,UNDER,CAR,1
bovada,4038815,prediction probability unavailable,espn-401772828,23.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,UNDER,CAR,1
williamhill_us,4038815,prediction probability unavailable,espn-401772828,23.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,UNDER,CAR,1
betmgm,4038815,prediction probability unavailable,espn-401772828,24.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,UNDER,CAR,1
betonlineag,4038815,prediction probability unavailable,espn-401772828,24.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,UNDER,CAR,1
fanduel,4038815,prediction probability unavailable,espn-401772828,24.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,UNDER,CAR,1
fanatics,4038815,prediction probability unavailable,espn-401772828,25.5,rushing_yards,,Rico Dowdle,,PREDICTION_MISSING,2025,UNDER,CAR,1
betmgm,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
betonlineag,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
betrivers,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
draftkings,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
fanatics,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
fanduel,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
betmgm,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
betonlineag,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
betrivers,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
draftkings,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
fanatics,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
fanduel,4239996,prediction probability unavailable,espn-401772828,9.5,rushing_attempts,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
betonlineag,4239996,prediction probability unavailable,espn-401772828,37.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
fanduel,4239996,prediction probability unavailable,espn-401772828,37.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
betmgm,4239996,prediction probability unavailable,espn-401772828,39.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
betrivers,4239996,prediction probability unavailable,espn-401772828,39.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
draftkings,4239996,prediction probability unavailable,espn-401772828,39.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
williamhill_us,4239996,prediction probability unavailable,espn-401772828,39.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
fanatics,4239996,prediction probability unavailable,espn-401772828,40.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,OVER,JAX,1
betonlineag,4239996,prediction probability unavailable,espn-401772828,37.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
fanduel,4239996,prediction probability unavailable,espn-401772828,37.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
betmgm,4239996,prediction probability unavailable,espn-401772828,39.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
betrivers,4239996,prediction probability unavailable,espn-401772828,39.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
draftkings,4239996,prediction probability unavailable,espn-401772828,39.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
williamhill_us,4239996,prediction probability unavailable,espn-401772828,39.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
fanatics,4239996,prediction probability unavailable,espn-401772828,40.5,rushing_yards,,Travis Etienne Jr.,,PREDICTION_MISSING,2025,UNDER,JAX,1
betmgm,4241416,prediction probability unavailable,espn-401772828,13.5,rushing_attempts,,Chuba Hubbard,,PREDICTION_MISSING,2025,OVER,CAR,1
betrivers,4241416,prediction probability unavailable,espn-401772828,13.5,rushing_attempts,,Chuba Hubbard,,PREDICTION_MISSING,2025,OVER,CAR,1
betonlineag,4241416,prediction probability unavailable,espn-401772828,14.5,rushing_attempts,,Chuba Hubbard,,PREDICTION_MISSING,2025,OVER,CAR,1
bovada,4241416,prediction probability unavailable,espn-401772828,14.5,rushing_attempts,,Chuba Hubbard,,PREDICTION_MISSING,2025,OVER,CAR,1
draftkings,4241416,prediction probability unavailable,espn-401772828,14.5,rushing_attempts,,Chuba Hubbard,,PREDICTION_MISSING,2025,OVER,CAR,1
fanatics,4241416,prediction probability unavailable,espn-401772828,14.5,rushing_attempts,,Chuba Hubbard,,PREDICTION_MISSING,2025,OVER,CAR,1
fanduel,4241416,prediction probability unavailable,espn-401772828,14.5,rushing_attempts,,Chuba Hubbard,,PREDICTION_MISSING,2025,OVER,CAR,1
